P37_8,P56,P56_1,P58,P62,P63,P64,F8,F3,F4,F5,P31_1,P31_2,P31_3,P31_4,P31_5,P31_6,P60,P61A_1,P61A_2,P61A_3,P61A_4,P61A_5,P61A_6,P61A_7,P61A_8,P61A_9,P61B_1,P61B_2,P61B_3,P61B_4,P61B_5,P61B_6,P61B_7,P61B_8,FACTOR_REGION,FACTOR_TOTAL
0,2,92,0,1,50,3,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,281.8158236057069,272.0928725701944
0,2,3,0,2,34,5,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,281.8158236057069,272.0928725701944
1,3,3,1,2,45,5,1,1,3,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
1,2,1,0,2,35,6,3,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,101.24361493123772,103.51764705882353
1,1,4,0,1,47,5,1,1,3,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,281.8158236057069,272.0928725701944
0,2,3,0,2,43,5,2,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,212.48695652173913,209.6189111747851
1,3,3,0,2,27,5,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,281.8158236057069,272.0928725701944
1,2,1,0,1,52,3,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,1,1,0,1,32,4,1,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,212.48695652173913,209.6189111747851
0,2,3,0,2,51,6,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,3,3,0,2,59,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,101.24361493123772,103.51764705882353
0,2,1,0,1,51,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,101.24361493123772,103.51764705882353
1,1,3,0,2,38,4,1,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,212.48695652173913,209.6189111747851
0,2,1,0,1,30,5,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,281.8158236057069,272.0928725701944
0,2,1,0,2,70,2,1,1,3,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
1,2,1,0,2,54,6,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,2,3,0,2,32,5,2,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,281.8158236057069,272.0928725701944
0,2,2,0,2,48,6,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,212.48695652173913,209.6189111747851
1,2,3,0,2,64,3,1,1,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,281.8158236057069,272.0928725701944
1,2,2,0,1,59,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,212.48695652173913,209.6189111747851
0,2,3,0,2,24,4,4,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
1,3,4,0,2,29,5,4,1,3,2,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,194.4655172413793,170.04225352112675
0,2,4,0,1,39,5,1,1,3,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,281.8158236057069,272.0928725701944
0,2,3,0,2,65,3,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,281.8158236057069,272.0928725701944
0,2,3,0,1,51,5,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,2,1,0,1,33,5,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,101.24361493123772,103.51764705882353
0,3,3,0,2,42,4,1,1,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,2,4,0,1,45,5,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,281.8158236057069,272.0928725701944
0,1,4,0,1,51,3,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,281.8158236057069,272.0928725701944
1,2,3,0,1,51,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,212.48695652173913,209.6189111747851
0,3,3,0,1,78,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,101.24361493123772,103.51764705882353
1,2,3,0,2,38,5,1,1,3,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,281.8158236057069,272.0928725701944
0,2,2,0,1,66,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,212.48695652173913,209.6189111747851
0,1,5,0,1,52,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,101.24361493123772,103.51764705882353
0,3,3,0,1,47,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,2,3,0,1,32,4,1,1,3,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,281.8158236057069,272.0928725701944
0,3,2,1,1,65,6,1,1,2,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,93.91666666666667,90.64285714285714
0,2,4,0,2,28,4,3,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,281.8158236057069,272.0928725701944
1,2,1,1,1,52,5,3,1,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,3,3,0,1,46,4,1,1,2,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,1,2,0,1,27,5,1,1,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,212.48695652173913,209.6189111747851
1,2,1,0,1,46,4,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,2,1,1,2,35,5,3,1,2,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,212.48695652173913,209.6189111747851
1,3,5,0,1,48,4,2,1,3,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,281.8158236057069,272.0928725701944
0,2,1,1,1,46,3,1,1,3,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,3,1,1,2,33,5,2,1,2,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,212.48695652173913,209.6189111747851
1,2,3,0,1,35,6,3,1,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,281.8158236057069,272.0928725701944
1,2,1,1,2,29,6,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,101.24361493123772,103.51764705882353
0,2,4,0,1,53,3,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,281.8158236057069,272.0928725701944
0,2,3,0,1,39,5,1,1,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,212.48695652173913,209.6189111747851
1,1,4,1,2,48,5,1,1,3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,194.4655172413793,170.04225352112675
0,2,1,0,2,76,5,2,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
1,3,2,1,1,27,5,2,1,3,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,281.8158236057069,272.0928725701944
0,2,1,1,2,55,5,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,281.8158236057069,272.0928725701944
1,2,1,1,1,33,4,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,101.24361493123772,103.51764705882353
1,3,5,0,1,63,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,212.48695652173913,209.6189111747851
1,3,2,1,2,36,6,2,1,2,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,212.48695652173913,209.6189111747851
0,2,3,0,2,19,5,3,1,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,281.8158236057069,272.0928725701944
0,2,2,0,1,53,2,2,1,2,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,212.48695652173913,209.6189111747851
0,1,3,0,1,37,3,2,1,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,281.8158236057069,272.0928725701944
0,2,3,0,1,50,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,101.24361493123772,103.51764705882353
1,2,1,1,2,28,4,1,1,3,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,281.8158236057069,272.0928725701944
0,1,4,0,2,30,5,2,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,212.48695652173913,209.6189111747851
0,3,3,0,2,52,3,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,281.8158236057069,272.0928725701944
0,2,1,0,2,39,4,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,1,5,0,2,42,5,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,1,5,0,1,30,5,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,212.48695652173913,209.6189111747851
1,1,1,0,2,58,2,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,281.8158236057069,272.0928725701944
1,2,3,0,2,56,5,1,1,2,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,212.48695652173913,209.6189111747851
0,1,5,0,1,40,5,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,101.24361493123772,103.51764705882353
1,2,3,0,1,38,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,101.24361493123772,103.51764705882353
1,3,5,0,1,24,4,2,1,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,281.8158236057069,272.0928725701944
1,1,1,0,2,58,3,1,1,2,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,212.48695652173913,209.6189111747851
1,3,3,0,2,38,5,3,1,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,281.8158236057069,272.0928725701944
1,2,3,0,1,35,3,1,1,2,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,212.48695652173913,209.6189111747851
1,3,2,0,1,40,4,1,1,2,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,212.48695652173913,209.6189111747851
0,2,1,0,2,38,4,1,1,3,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,281.8158236057069,272.0928725701944
0,1,5,0,2,30,5,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,281.8158236057069,272.0928725701944
0,2,3,0,2,57,4,2,1,3,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,281.8158236057069,272.0928725701944
0,1,4,0,1,33,6,3,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,101.24361493123772,103.51764705882353
0,1,3,0,2,31,4,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,281.8158236057069,272.0928725701944
0,2,1,0,1,35,5,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,281.8158236057069,272.0928725701944
1,1,4,0,2,53,5,3,1,3,3,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,81.11764705882354,77.29824561403508
1,1,1,0,1,48,6,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,281.8158236057069,272.0928725701944
1,2,3,0,1,58,5,2,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,212.48695652173913,209.6189111747851
0,2,2,0,2,58,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,3,3,0,1,32,3,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,101.24361493123772,103.51764705882353
1,2,3,0,1,29,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,101.24361493123772,103.51764705882353
0,2,3,0,2,42,5,2,1,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,281.8158236057069,272.0928725701944
0,2,1,1,1,52,4,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,1,3,1,2,29,6,3,1,3,3,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,81.11764705882354,77.29824561403508
0,2,3,0,2,31,3,4,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,2,1,0,2,74,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,212.48695652173913,209.6189111747851
0,2,1,0,1,63,4,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,1,4,0,2,30,4,1,1,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,281.8158236057069,272.0928725701944
0,3,4,0,1,57,5,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,281.8158236057069,272.0928725701944
1,1,3,0,1,43,3,2,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,212.48695652173913,209.6189111747851
1,2,3,0,1,28,5,4,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,3,2,0,1,28,3,2,1,3,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
1,2,4,0,1,39,5,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,281.8158236057069,272.0928725701944
1,1,5,0,2,42,5,1,1,3,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,281.8158236057069,272.0928725701944
0,2,2,0,2,57,2,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,3,3,0,1,43,5,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,281.8158236057069,272.0928725701944
0,2,1,0,1,60,3,2,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,212.48695652173913,209.6189111747851
1,2,1,1,2,34,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,101.24361493123772,103.51764705882353
0,3,3,0,2,67,2,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,2,1,0,2,34,5,2,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,3,3,0,1,49,4,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,2,2,0,2,68,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,2,3,0,2,63,6,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,281.8158236057069,272.0928725701944
0,2,3,0,1,30,3,3,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,1,3,0,1,51,3,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,281.8158236057069,272.0928725701944
0,2,3,1,2,59,1,1,1,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,281.8158236057069,272.0928725701944
0,2,5,0,1,57,2,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,281.8158236057069,272.0928725701944
1,2,1,0,1,59,3,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,212.48695652173913,209.6189111747851
0,2,1,0,2,45,5,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,281.8158236057069,272.0928725701944
1,2,2,1,2,53,2,2,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,212.48695652173913,209.6189111747851
1,2,1,0,1,47,4,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
1,2,2,0,2,37,5,3,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,101.24361493123772,103.51764705882353
0,3,3,0,2,33,5,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,101.24361493123772,103.51764705882353
0,2,3,0,1,22,3,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,2,2,0,1,37,6,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
1,2,2,0,1,66,4,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,101.24361493123772,103.51764705882353
0,3,3,0,1,30,4,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,3,4,0,1,34,4,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,101.24361493123772,103.51764705882353
0,2,1,0,2,57,3,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,281.8158236057069,272.0928725701944
0,3,3,0,2,33,5,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,281.8158236057069,272.0928725701944
1,3,3,0,1,70,3,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,212.48695652173913,209.6189111747851
0,3,3,0,1,41,5,1,1,3,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,281.8158236057069,272.0928725701944
1,2,3,1,1,30,6,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,212.48695652173913,209.6189111747851
1,1,5,0,1,47,5,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,101.24361493123772,103.51764705882353
1,3,2,0,1,42,3,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,281.8158236057069,272.0928725701944
0,2,1,1,2,52,6,1,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,212.48695652173913,209.6189111747851
0,3,3,0,2,28,3,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,101.24361493123772,103.51764705882353
0,2,2,1,1,41,5,2,1,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,2,3,0,2,27,5,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,212.48695652173913,209.6189111747851
0,2,1,0,2,37,5,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,281.8158236057069,272.0928725701944
1,3,3,0,1,52,6,2,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,281.8158236057069,272.0928725701944
1,1,5,0,2,40,6,4,1,3,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,281.8158236057069,272.0928725701944
1,2,3,0,2,67,5,2,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,3,5,0,1,59,5,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,101.24361493123772,103.51764705882353
1,2,1,0,2,61,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,101.24361493123772,103.51764705882353
1,1,5,0,1,65,4,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,281.8158236057069,272.0928725701944
0,3,3,0,1,26,4,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,101.24361493123772,103.51764705882353
1,2,3,0,2,46,6,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,101.24361493123772,103.51764705882353
0,1,5,1,2,40,5,3,1,2,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,212.48695652173913,209.6189111747851
1,3,4,0,2,44,6,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,281.8158236057069,272.0928725701944
0,2,3,0,2,46,5,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,212.48695652173913,209.6189111747851
0,3,3,1,2,58,3,2,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,281.8158236057069,272.0928725701944
1,3,3,0,1,34,3,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,101.24361493123772,103.51764705882353
0,1,5,0,1,33,4,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,281.8158236057069,272.0928725701944
1,1,5,0,2,34,4,2,1,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,281.8158236057069,272.0928725701944
0,3,3,0,2,39,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,101.24361493123772,103.51764705882353
0,2,1,0,1,45,2,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,281.8158236057069,272.0928725701944
1,2,2,0,1,65,4,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,101.24361493123772,103.51764705882353
0,1,4,0,1,48,4,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,212.48695652173913,209.6189111747851
1,1,3,0,2,49,3,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,212.48695652173913,209.6189111747851
1,2,1,1,2,34,5,1,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,212.48695652173913,209.6189111747851
0,3,5,0,1,47,5,3,1,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,93.91666666666667,90.64285714285714
0,3,3,1,1,57,6,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,212.48695652173913,209.6189111747851
